gene_id	gene_name
ENSG00000152465	NMT2
ENSG00000152492	CCDC50
ENSG00000152495	CAMK4
ENSG00000152518	ZFP36L2
ENSG00000152556	PFKM
ENSG00000152582	SPEF2
ENSG00000152591	DSPP
ENSG00000152592	DMP1
ENSG00000152601	MBNL1
ENSG00000152620	NADK2
ENSG00000152642	GPD1L
ENSG00000152661	GJA1
ENSG00000152700	SAR1B
ENSG00000152705	CATSPER3
ENSG00000152779	SLC16A12
ENSG00000152785	BMP3
ENSG00000152818	UTRN
ENSG00000152822	GRM1
ENSG00000152894	PTPRK
ENSG00000152910	CNTNAP4
ENSG00000152939	MARVELD2
ENSG00000152942	RAD17
ENSG00000152952	PLOD2
ENSG00000152977	ZIC1
ENSG00000153012	LGI2
ENSG00000153029	MR1
ENSG00000153064	BANK1
ENSG00000153094	BCL2L11
ENSG00000153107	ANAPC1
ENSG00000153113	CAST
ENSG00000153165	RGPD3
ENSG00000153187	HNRNPU
ENSG00000153201	RANBP2
ENSG00000153208	MERTK
ENSG00000153234	NR4A2
ENSG00000153253	SCN3A
ENSG00000153266	FEZF2
ENSG00000153283	CD96
ENSG00000153487	ING1
ENSG00000153563	CD8A
ENSG00000153574	RPIA
ENSG00000153707	PTPRD
ENSG00000153814	JAZF1
ENSG00000153827	TRIP12
ENSG00000153902	LGI4
ENSG00000153933	DGKE
ENSG00000153944	MSI2
ENSG00000153956	CACNA2D1
ENSG00000153989	NUS1
ENSG00000154099	DNAAF1
ENSG00000154118	JPH3
ENSG00000154122	ANKH
ENSG00000154134	ROBO3
ENSG00000154175	ABI3BP
ENSG00000154229	PRKCA
ENSG00000154252	GAL3ST2
ENSG00000154277	UCHL1
ENSG00000154309	DISP1
ENSG00000154328	NEIL2
ENSG00000154415	PPP1R3A
ENSG00000154553	PDLIM3
ENSG00000154589	LY96
ENSG00000154642	C21orf91
ENSG00000154646	TMPRSS15
ENSG00000154734	ADAMTS1
ENSG00000154743	TSEN2
ENSG00000154764	WNT7A
ENSG00000154767	XPC
ENSG00000154803	FLCN
ENSG00000154856	APCDD1
ENSG00000154920	EME1
ENSG00000155016	CYP2U1
ENSG00000155090	KLF10
ENSG00000155093	PTPRN2
ENSG00000155256	ZFYVE27
ENSG00000155380	SLC16A1
ENSG00000155465	SLC7A7
ENSG00000155657	TTN
ENSG00000155659	VSIG4
ENSG00000155719	OTOA
ENSG00000155755	TMEM237
ENSG00000155761	SPAG17
ENSG00000155816	FMN2
ENSG00000155846	PPARGC1B
ENSG00000155850	SLC26A2
ENSG00000155886	SLC24A2
ENSG00000155906	RMND1
ENSG00000155961	RAB39B
ENSG00000155962	CLIC2
ENSG00000155966	AFF2
ENSG00000155974	GRIP1
ENSG00000155975	VPS37A
ENSG00000155980	KIF5A
ENSG00000156006	NAT2
ENSG00000156052	GNAQ
ENSG00000156076	WIF1
ENSG00000156096	UGT2B4
ENSG00000156110	ADK
ENSG00000156113	KCNMA1
ENSG00000156136	DCK
ENSG00000156150	ALX3
ENSG00000156170	NDUFAF6
ENSG00000156218	ADAMTSL3
ENSG00000156222	SLC28A1
ENSG00000156298	TSPAN7
ENSG00000156313	RPGR
ENSG00000156413	FUT6
ENSG00000156466	GDF6
ENSG00000156467	UQCRB
ENSG00000156475	PPP2R2B
ENSG00000156508	EEF1A1
ENSG00000156515	HK1
ENSG00000156531	PHF6
ENSG00000156535	CD109
ENSG00000156574	NODAL
ENSG00000156650	KAT6B
ENSG00000156709	AIFM1
ENSG00000156738	MS4A1
ENSG00000156873	PHKG2
ENSG00000156925	ZIC3
ENSG00000156966	B3GNT7
ENSG00000156970	BUB1B
ENSG00000156976	EIF4A2
ENSG00000157017	GHRL
ENSG00000157087	ATP2B2
ENSG00000157103	SLC6A1
ENSG00000157106	SMG1
ENSG00000157119	KLHL40
ENSG00000157131	C8A
ENSG00000157152	SYN2
ENSG00000157168	NRG1
ENSG00000157184	CPT2
ENSG00000157193	LRP8
ENSG00000157227	MMP14
ENSG00000157259	GATAD1
ENSG00000157350	ST3GAL2
ENSG00000157388	CACNA1D
ENSG00000157404	KIT
ENSG00000157423	HYDIN
ENSG00000157483	MYO1E
ENSG00000157540	DYRK1A
ENSG00000157542	KCNJ6
ENSG00000157554	ERG
ENSG00000157613	CREB3L1
ENSG00000157764	BRAF
ENSG00000157765	SLC34A2
ENSG00000157766	ACAN
ENSG00000157796	WDR19
ENSG00000157873	TNFRSF14
ENSG00000157890	MEGF11
ENSG00000157911	PEX10
ENSG00000157933	SKI
ENSG00000157978	LDLRAP1
ENSG00000158008	EXTL1
ENSG00000158014	SLC30A2
ENSG00000158077	NLRP14
ENSG00000158089	GALNT14
ENSG00000158104	HPD
ENSG00000158125	XDH
ENSG00000158158	CNNM4
ENSG00000158169	FANCC
ENSG00000158290	CUL4B
ENSG00000158321	AUTS2
ENSG00000158352	SHROOM4
ENSG00000158445	KCNB1
ENSG00000158470	B4GALT5
ENSG00000158517	NCF1
ENSG00000158528	PPP1R9A
ENSG00000158578	ALAS2
ENSG00000158711	ELK4
ENSG00000158715	SLC45A3
ENSG00000158773	USF1
ENSG00000158813	EDA
ENSG00000158825	CDA
ENSG00000158828	PINK1
ENSG00000158850	B4GALT3
ENSG00000158864	NDUFS2
ENSG00000158865	SLC5A11
ENSG00000158869	FCER1G
ENSG00000158874	APOA2
ENSG00000158887	MPZ
ENSG00000159023	EPB41
ENSG00000159063	ALG8
ENSG00000159110	IFNAR2
ENSG00000159128	IFNGR2
ENSG00000159184	HOXB13
ENSG00000159189	C1QC
ENSG00000159197	KCNE2
ENSG00000159200	RCAN1
ENSG00000159216	RUNX1
ENSG00000159224	GIP
ENSG00000159228	CBR1
ENSG00000159231	CBR3
ENSG00000159251	ACTC1
ENSG00000159261	CLDN14
ENSG00000159263	SIM2
ENSG00000159267	HLCS
ENSG00000159339	PADI4
ENSG00000159348	CYB5R1
ENSG00000159363	ATP13A2
ENSG00000159403	C1R
ENSG00000159423	ALDH4A1
ENSG00000159459	UBR1
ENSG00000159640	ACE
ENSG00000159650	UROC1
ENSG00000159723	AGRP
ENSG00000159784	FAM131B
ENSG00000159842	ABR
ENSG00000159899	NPR2
ENSG00000159921	GNE
ENSG00000159958	TNFRSF13C
ENSG00000160013	PTGIR
ENSG00000160014	CALM3
ENSG00000160050	CCDC28B
ENSG00000160131	VMA21
ENSG00000160182	TFF1
ENSG00000160183	TMPRSS3
ENSG00000160193	WDR4
ENSG00000160194	NDUFV3
ENSG00000160200	CBS
ENSG00000160201	U2AF1
ENSG00000160202	CRYAA
ENSG00000160211	G6PD
ENSG00000160213	CSTB
ENSG00000160218	TRAPPC10
ENSG00000160224	AIRE
ENSG00000160255	ITGB2
ENSG00000160271	RALGDS
ENSG00000160282	FTCD
ENSG00000160285	LSS
ENSG00000160299	PCNT
ENSG00000160305	DIP2A
ENSG00000160323	ADAMTS13
ENSG00000160339	FCN2
ENSG00000160408	ST6GALNAC6
ENSG00000160447	PKN3
ENSG00000160654	CD3G
ENSG00000160688	FLAD1
ENSG00000160703	NLRX1
ENSG00000160710	ADAR
ENSG00000160712	IL6R
ENSG00000160716	CHRNB2
ENSG00000160746	ANO10
ENSG00000160752	FDPS
ENSG00000160789	LMNA
ENSG00000160791	CCR5
ENSG00000160796	NBEAL2
ENSG00000160801	PTH1R
ENSG00000160808	MYL3
ENSG00000160867	FGFR4
ENSG00000160868	CYP3A4
ENSG00000160870	CYP3A7
ENSG00000160882	CYP11B1
ENSG00000160957	RECQL4
ENSG00000160973	FOXH1
ENSG00000161011	SQSTM1
ENSG00000161013	MGAT4B
ENSG00000161270	NPHS1
ENSG00000161405	IKZF3
ENSG00000161533	ACOX1
ENSG00000161547	SRSF2
ENSG00000161594	KLHL10
ENSG00000161610	HCRT
ENSG00000161643	SIGLEC16
ENSG00000161653	NAGS
ENSG00000161798	AQP5
ENSG00000161860	SYCE2
ENSG00000161905	ALOX15
ENSG00000161970	RPL26
ENSG00000162004	CCDC78
ENSG00000162009	SSTR5
ENSG00000162065	TBC1D24
ENSG00000162104	ADCY9
ENSG00000162105	SHANK2
ENSG00000162337	LRP5
ENSG00000162341	TPCN2
ENSG00000162365	CYP4A22
ENSG00000162367	TAL1
ENSG00000162368	CMPK1
ENSG00000162399	BSND
ENSG00000162434	JAK1
ENSG00000162438	CTRC
ENSG00000162551	ALPL
ENSG00000162552	WNT4
ENSG00000162594	IL23R
ENSG00000162595	DIRAS3
ENSG00000162599	NFIA
ENSG00000162607	USP1
ENSG00000162613	FUBP1
ENSG00000162614	NEXN
ENSG00000162624	LHX8
ENSG00000162630	B3GALT2
ENSG00000162631	NTNG1
ENSG00000162676	GFI1
ENSG00000162688	AGL
ENSG00000162692	VCAM1
ENSG00000162694	EXTL2
ENSG00000162711	NLRP3
ENSG00000162733	DDR2
ENSG00000162735	PEX19
ENSG00000162736	NCSTN
ENSG00000162738	VANGL2
ENSG00000162747	FCGR3B
ENSG00000162769	FLVCR1
ENSG00000162775	RBM15
ENSG00000162885	B3GALNT2
ENSG00000162896	PIGR
ENSG00000162924	REL
ENSG00000162928	PEX13
ENSG00000162946	DISC1
ENSG00000162951	LRRTM1
ENSG00000162992	NEUROD1
ENSG00000162998	FRZB
ENSG00000163026	WDCP
ENSG00000163069	SGCB
ENSG00000163093	BBS5
ENSG00000163104	SMARCAD1
ENSG00000163132	MSX1
ENSG00000163161	ERCC3
ENSG00000163170	BOLA3
ENSG00000163254	CRYGC
ENSG00000163273	NPPC
ENSG00000163285	GABRG1
ENSG00000163297	ANTXR2
ENSG00000163347	CLDN1
ENSG00000163359	COL6A3
ENSG00000163380	LMOD3
ENSG00000163394	CCKAR
ENSG00000163399	ATP1A1
ENSG00000163421	PROK2
ENSG00000163435	ELF3
ENSG00000163453	IGFBP7
ENSG00000163464	CXCR1
ENSG00000163482	STK36
ENSG00000163497	FEV
ENSG00000163501	IHH
ENSG00000163508	EOMES
ENSG00000163513	TGFBR2
ENSG00000163518	FCRL4
ENSG00000163520	FBLN2
ENSG00000163527	STT3B
ENSG00000163536	SERPINI1
ENSG00000163541	SUCLG1
ENSG00000163554	SPTA1
ENSG00000163581	SLC2A2
ENSG00000163586	FABP1
ENSG00000163599	CTLA4
ENSG00000163600	ICOS
ENSG00000163625	WDFY3
ENSG00000163629	PTPN13
ENSG00000163631	ALB
ENSG00000163635	ATXN7
ENSG00000163637	PRICKLE2
ENSG00000163644	PPM1K
ENSG00000163646	CLRN1
ENSG00000163655	GMPS
ENSG00000163666	HESX1
ENSG00000163687	DNASE1L3
ENSG00000163697	APBB2
ENSG00000163703	CRELD1
ENSG00000163719	MTMR14
ENSG00000163735	CXCL5
ENSG00000163754	GYG1
ENSG00000163755	HPS3
ENSG00000163788	SNRK
ENSG00000163794	UCN
ENSG00000163795	ZNF513
ENSG00000163815	CLEC3B
ENSG00000163817	SLC6A20
ENSG00000163818	LZTFL1
ENSG00000163820	FYCO1
ENSG00000163877	SNIP1
ENSG00000163898	LIPH
ENSG00000163902	RPN1
ENSG00000163913	IFT122
ENSG00000163914	RHO
ENSG00000163930	BAP1
ENSG00000163932	PRKCD
ENSG00000163933	RFT1
ENSG00000163939	PBRM1
ENSG00000163945	UVSSA
ENSG00000163950	SLBP
ENSG00000163956	LRPAP1
ENSG00000163961	RNF168
ENSG00000164007	CLDN19
ENSG00000164010	ERMAP
ENSG00000164022	AIMP1
ENSG00000164073	MFSD8
ENSG00000164078	MST1R
ENSG00000164087	POC1A
ENSG00000164089	ETNPPL
ENSG00000164093	PITX2
ENSG00000164099	PRSS12
ENSG00000164100	NDST3
ENSG00000164107	HAND2
ENSG00000164111	ANXA5
ENSG00000164120	HPGD
ENSG00000164128	NPY1R
ENSG00000164169	PRMT9
ENSG00000164171	ITGA2
ENSG00000164172	MOCS2
ENSG00000164175	SLC45A2
ENSG00000164182	NDUFAF2
ENSG00000164190	NIPBL
ENSG00000164199	ADGRV1
ENSG00000164209	SLC25A46
ENSG00000164251	F2RL1
ENSG00000164252	AGGF1
ENSG00000164256	PRDM9
ENSG00000164258	NDUFS4
ENSG00000164265	SCGB3A2
ENSG00000164266	SPINK1
ENSG00000164305	CASP3
ENSG00000164307	ERAP1
ENSG00000164308	ERAP2
ENSG00000164326	CARTPT
ENSG00000164330	EBF1
ENSG00000164342	TLR3
ENSG00000164344	KLKB1
ENSG00000164347	GFM2
ENSG00000164362	TERT
ENSG00000164363	SLC6A18
ENSG00000164398	ACSL6
ENSG00000164399	IL3
ENSG00000164400	CSF2
ENSG00000164404	GDF9
ENSG00000164405	UQCRQ
ENSG00000164414	SLC35A1
ENSG00000164418	GRIK2
ENSG00000164438	TLX3
ENSG00000164442	CITED2
ENSG00000164494	PDSS2
ENSG00000164509	IL31RA
ENSG00000164532	TBX20
ENSG00000164587	RPS14
ENSG00000164588	HCN1
ENSG00000164597	COG5
ENSG00000164610	RP9
ENSG00000164619	BMPER
ENSG00000164627	KIF6
ENSG00000164638	SLC29A4
ENSG00000164651	SP8
ENSG00000164674	SYTL3
ENSG00000164683	HEY1
ENSG00000164690	SHH
ENSG00000164692	COL1A2
ENSG00000164708	PGAM2
ENSG00000164733	CTSB
ENSG00000164736	SOX17
ENSG00000164741	DLC1
ENSG00000164751	PEX2
ENSG00000164754	RAD21
ENSG00000164756	SLC30A8
ENSG00000164761	TNFRSF11B
ENSG00000164778	EN2
ENSG00000164794	KCNV1
ENSG00000164796	CSMD3
ENSG00000164867	NOS3
ENSG00000164889	SLC4A2
ENSG00000164904	ALDH7A1
ENSG00000164916	FOXK1
ENSG00000164919	COX6C
ENSG00000164930	FZD6
ENSG00000164932	CTHRC1
ENSG00000164946	FREM1
ENSG00000164951	PDP1
ENSG00000164953	TMEM67
ENSG00000164985	PSIP1
ENSG00000165025	SYK
ENSG00000165029	ABCA1
ENSG00000165060	FXN
ENSG00000165078	CPA6
ENSG00000165084	C8orf34
ENSG00000165091	TMC1
ENSG00000165092	ALDH1A1
ENSG00000165102	HGSNAT
ENSG00000165115	KIF27
ENSG00000165119	HNRNPK
ENSG00000165138	ANKS6
ENSG00000165140	FBP1
ENSG00000165168	CYBB
ENSG00000165178	NCF1C
ENSG00000165186	PTCHD1
ENSG00000165194	PCDH19
ENSG00000165195	PIGA
ENSG00000165238	WNK2
ENSG00000165240	ATP7A
ENSG00000165246	NLGN4Y
ENSG00000165259	HDX
ENSG00000165272	AQP3
ENSG00000165280	VCP
ENSG00000165282	PIGO
ENSG00000165288	BRWD3
ENSG00000165300	SLITRK5
ENSG00000165323	FAT3
ENSG00000165379	LRFN5
ENSG00000165392	WRN
ENSG00000165409	TSHR
ENSG00000165410	CFL2
ENSG00000165458	INPPL1
ENSG00000165462	PHOX2A
ENSG00000165471	MBL2
ENSG00000165474	GJB2
ENSG00000165478	HEPACAM
ENSG00000165506	DNAAF2
ENSG00000165533	TTC8
ENSG00000165556	CDX2
ENSG00000165588	OTX2
ENSG00000165591	FAAH2
ENSG00000165643	SOHLH1
ENSG00000165671	NSD1
ENSG00000165688	PMPCA
ENSG00000165694	FRMD7
ENSG00000165695	AK8
ENSG00000165699	TSC1
ENSG00000165702	GFI1B
ENSG00000165704	HPRT1
ENSG00000165730	STOX1
ENSG00000165731	RET
ENSG00000165802	NSMF
ENSG00000165841	CYP2C19
ENSG00000165899	OTOGL
ENSG00000165915	SLC39A13
ENSG00000165917	RAPSN
ENSG00000165970	SLC6A5
ENSG00000165995	CACNB2
ENSG00000165996	HACD1
ENSG00000166033	HTRA1
ENSG00000166035	LIPC
ENSG00000166037	CEP57
ENSG00000166068	SPRED1
ENSG00000166086	JAM3
ENSG00000166126	AMN
ENSG00000166130	IKBIP
ENSG00000166147	FBN1
ENSG00000166148	AVPR1A
ENSG00000166167	BTRC
ENSG00000166169	POLL
ENSG00000166171	DPCD
ENSG00000166189	HPS6
ENSG00000166206	GABRB3
ENSG00000166228	PCBD1
ENSG00000166250	CLMP
ENSG00000166257	SCN3B
ENSG00000166266	CUL5
ENSG00000166278	C2
ENSG00000166311	SMPD1
ENSG00000166323	C11orf65
ENSG00000166333	ILK
ENSG00000166340	TPP1
ENSG00000166347	CYB5A
ENSG00000166349	RAG1
ENSG00000166394	CYB5R2
ENSG00000166402	TUB
ENSG00000166407	LMO1
ENSG00000166415	WDR72
ENSG00000166482	MFAP4
ENSG00000166501	PRKCB
ENSG00000166507	NDST2
ENSG00000166546	BEAN1
ENSG00000166548	TK2
ENSG00000166573	GALR1
ENSG00000166575	TMEM135
ENSG00000166603	MC4R
ENSG00000166682	TMPRSS5
ENSG00000166685	COG1
ENSG00000166710	B2M
ENSG00000166716	ZNF592
ENSG00000166736	HTR3A
ENSG00000166750	SLFN5
ENSG00000166762	CATSPER2
ENSG00000166794	PPIB
ENSG00000166813	KIF7
ENSG00000166819	PLIN1
ENSG00000166828	SCNN1G
ENSG00000166833	NAV2
ENSG00000166862	CACNG2
ENSG00000166863	TAC3
ENSG00000166886	NAB2
ENSG00000166888	STAT6
ENSG00000166923	GREM1
ENSG00000166947	EPB42
ENSG00000166948	TGM6
ENSG00000166949	SMAD3
ENSG00000167034	NKX3-1
ENSG00000167080	B4GALNT2
ENSG00000167113	COQ4
ENSG00000167114	SLC27A4
ENSG00000167130	DOLPP1
ENSG00000167131	CCDC103
ENSG00000167165	UGT1A6
ENSG00000167193	CRK
ENSG00000167207	NOD2
ENSG00000167210	LOXHD1
ENSG00000167216	KATNAL2
ENSG00000167244	IGF2
ENSG00000167258	CDK12
ENSG00000167286	CD3D
ENSG00000167306	MYO5B
ENSG00000167323	STIM1
ENSG00000167363	FN3K
ENSG00000167371	PRRT2
ENSG00000167397	VKORC1
ENSG00000167434	CA4
ENSG00000167460	TPM4
ENSG00000167513	CDT1
ENSG00000167522	ANKRD11
ENSG00000167548	KMT2D
ENSG00000167552	TUBA1A
ENSG00000167580	AQP2
ENSG00000167588	GPD1
ENSG00000167601	AXL
ENSG00000167625	ZNF526
ENSG00000167632	TRAPPC9
ENSG00000167633	KIR3DL1
ENSG00000167634	NLRP7
ENSG00000167642	SPINT2
ENSG00000167646	DNAAF3
ENSG00000167654	ATCAY
ENSG00000167701	GPT
ENSG00000167711	SERPINF2
ENSG00000167716	WDR81
ENSG00000167720	SRR
ENSG00000167723	TRPV3
ENSG00000167748	KLK1
ENSG00000167749	KLK4
ENSG00000167751	KLK2
ENSG00000167768	KRT1
ENSG00000167772	ANGPTL4
ENSG00000167775	CD320
ENSG00000167791	CABP2
ENSG00000167792	NDUFV1
ENSG00000167800	TBX10
ENSG00000167889	MGAT5B
ENSG00000167895	TMC8
ENSG00000167910	CYP7A1
ENSG00000167941	SOST
ENSG00000167969	ECI1
ENSG00000167972	ABCA3
ENSG00000167985	SDHAF2
ENSG00000167995	BEST1
ENSG00000167996	FTH1
ENSG00000168000	BSCL2
ENSG00000168028	RPSA
ENSG00000168036	CTNNB1
ENSG00000168038	ULK4
ENSG00000168040	FADD
ENSG00000168056	LTBP3
ENSG00000168092	PAFAH1B2
ENSG00000168172	HOOK3
ENSG00000168214	RBPJ
ENSG00000168216	LMBRD1
ENSG00000168229	PTGDR
ENSG00000168237	GLYCTK
ENSG00000168263	KCNV2
ENSG00000168267	PTF1A
ENSG00000168269	FOXI1
ENSG00000168282	MGAT2
ENSG00000168283	BMI1
ENSG00000168288	MMADHC
ENSG00000168291	PDHB
ENSG00000168303	MPLKIP
ENSG00000168329	CX3CR1
ENSG00000168356	SCN11A
ENSG00000168374	ARF4
ENSG00000168394	TAP1
ENSG00000168411	RFWD3
ENSG00000168412	MTNR1A
ENSG00000168421	RHOH
ENSG00000168434	COG7
ENSG00000168447	SCNN1B
ENSG00000168453	HR
ENSG00000168477	TNXB
ENSG00000168484	SFTPC
ENSG00000168487	BMP1
ENSG00000168496	FEN1
ENSG00000168530	MYL1
ENSG00000168539	CHRM1
ENSG00000168542	COL3A1
ENSG00000168546	GFRA2
ENSG00000168575	SLC20A2
ENSG00000168582	CRYGA
ENSG00000168610	STAT3
ENSG00000168615	ADAM9
ENSG00000168621	GDNF
ENSG00000168646	AXIN2
ENSG00000168653	NDUFS5
ENSG00000168685	IL7R
ENSG00000168702	LRP1B
ENSG00000168758	SEMA4C
ENSG00000168769	TET2
ENSG00000168778	TCTN2
ENSG00000168779	SHOX2
ENSG00000168781	PPIP5K1
ENSG00000168827	GFM1
ENSG00000168852	TPTE2P5
ENSG00000168878	SFTPB
ENSG00000168917	SLC35G2
ENSG00000168918	INPP5D
ENSG00000168924	LETM1
ENSG00000168958	MFF
ENSG00000168959	GRM5
ENSG00000169018	FEM1B
ENSG00000169021	UQCRFS1
ENSG00000169031	COL4A3
ENSG00000169032	MAP2K1
ENSG00000169047	IRS1
ENSG00000169057	MECP2
ENSG00000169071	ROR2
ENSG00000169083	AR
ENSG00000169105	CHST14
ENSG00000169174	PCSK9
ENSG00000169184	MN1
ENSG00000169194	IL13
ENSG00000169218	RSPO1
ENSG00000169247	SH3TC2
ENSG00000169249	ZRSR2
ENSG00000169252	ADRB2
ENSG00000169255	B3GALNT1
ENSG00000169271	HSPB3
ENSG00000169282	KCNAB1
ENSG00000169297	NR0B1
ENSG00000169306	IL1RAPL1
ENSG00000169313	P2RY12
ENSG00000169344	UMOD
ENSG00000169359	SLC33A1
ENSG00000169372	CRADD
ENSG00000169379	ARL13B
ENSG00000169403	PTAFR
ENSG00000169427	KCNK9
ENSG00000169432	SCN9A
ENSG00000169436	COL22A1
ENSG00000169515	CCDC8
ENSG00000169554	ZEB2
ENSG00000169562	GJB1
ENSG00000169564	PCBP1
ENSG00000169567	HINT1
ENSG00000169599	NFU1
ENSG00000169604	ANTXR1
ENSG00000169618	PROKR1
ENSG00000169676	DRD5
ENSG00000169679	BUB1
ENSG00000169684	CHRNA5
ENSG00000169692	AGPAT2
ENSG00000169696	ASPSCR1
ENSG00000169704	GP9
ENSG00000169710	FASN
ENSG00000169714	CNBP
ENSG00000169727	GPS1
ENSG00000169760	NLGN1
ENSG00000169789	PRY
ENSG00000169807	PRY2
ENSG00000169814	BTD
ENSG00000169836	TACR3
ENSG00000169855	ROBO1
ENSG00000169862	CTNND2
ENSG00000169877	AHSP
ENSG00000169884	WNT10B
ENSG00000169891	REPS2
ENSG00000169894	MUC3A
ENSG00000169896	ITGAM
ENSG00000169919	GUSB
ENSG00000169925	BRD3
ENSG00000169933	FRMPD4
ENSG00000169946	ZFPM2
ENSG00000169962	TAS1R3
ENSG00000169992	NLGN2
ENSG00000169994	MYO7B
ENSG00000170004	CHD3
ENSG00000170006	TMEM154
ENSG00000170099	SERPINA6
ENSG00000170113	NIPA1
ENSG00000170122	FOXD4
ENSG00000170166	HOXD4
ENSG00000170175	CHRNB1
ENSG00000170180	GYPA
ENSG00000170209	ANKK1
ENSG00000170234	PWWP2A
ENSG00000170262	MRAP
ENSG00000170264	FAM161A
ENSG00000170266	GLB1
ENSG00000170275	CRTAP
ENSG00000170289	CNGB3
ENSG00000170340	B3GNT2
ENSG00000170365	SMAD1
ENSG00000170370	EMX2
ENSG00000170381	SEMA3E
ENSG00000170421	KRT8
ENSG00000170430	MGMT
ENSG00000170442	KRT86
ENSG00000170465	KRT6C
ENSG00000170484	KRT74
ENSG00000170485	NPAS2
ENSG00000170498	KISS1
ENSG00000170577	SIX2
ENSG00000170608	FOXA3
ENSG00000170615	SLC26A5
ENSG00000170624	SGCD
ENSG00000170734	POLH
ENSG00000170748	RBMXL2
ENSG00000170759	KIF5B
ENSG00000170791	CHCHD7
ENSG00000170819	BFSP2
ENSG00000170820	FSHR
ENSG00000170835	CEL
ENSG00000170836	PPM1D
ENSG00000170871	KIAA0232
ENSG00000170873	MTSS1
ENSG00000170876	TMEM43
ENSG00000170881	RNF139
ENSG00000170892	TSEN34
ENSG00000170927	PKHD1
ENSG00000170961	HAS2
ENSG00000171051	FPR1
ENSG00000171056	SOX7
ENSG00000171094	ALK
ENSG00000171100	MTM1
ENSG00000171105	INSR
ENSG00000171115	GIMAP8
ENSG00000171119	NRTN
ENSG00000171124	FUT3
ENSG00000171155	C1GALT1C1
ENSG00000171189	GRIK1
ENSG00000171195	MUC7
ENSG00000171202	TMEM126A
ENSG00000171223	JUNB
ENSG00000171234	UGT2B7
ENSG00000171298	GAA
ENSG00000171302	CANT1
ENSG00000171303	KCNK3
ENSG00000171310	CHST11
ENSG00000171314	PGAM1
ENSG00000171316	CHD7
ENSG00000171320	ESCO2
ENSG00000171360	KRT38
ENSG00000171365	CLCN5
ENSG00000171385	KCND3
ENSG00000171401	KRT13
ENSG00000171403	KRT9
ENSG00000171428	NAT1
ENSG00000171444	MCC
ENSG00000171453	POLR1C
ENSG00000171456	ASXL1
ENSG00000171503	ETFDH
ENSG00000171522	PTGER4
ENSG00000171533	MAP6
ENSG00000171551	ECEL1
ENSG00000171552	BCL2L1
ENSG00000171557	FGG
ENSG00000171560	FGA
ENSG00000171564	FGB
ENSG00000171587	DSCAM
ENSG00000171595	DNAI2
ENSG00000171608	PIK3CD
ENSG00000171680	PLEKHG5
ENSG00000171714	ANO5
ENSG00000171723	GPHN
ENSG00000171735	CAMTA1
ENSG00000171759	PAH
ENSG00000171766	GATM
ENSG00000171773	NXNL1
ENSG00000171791	BCL2
ENSG00000171794	UTF1
ENSG00000171812	COL8A2
ENSG00000171843	MLLT3
ENSG00000171860	C3AR1
ENSG00000171862	PTEN
ENSG00000171863	RPS7
ENSG00000171864	PRND
ENSG00000171867	PRNP
ENSG00000171885	AQP4
ENSG00000171953	ATPAF2
ENSG00000171954	CYP4F22
ENSG00000171988	JMJD1C
ENSG00000171992	SYNPO
ENSG00000172007	RAB33B
ENSG00000172020	GAP43
ENSG00000172037	LAMB2
ENSG00000172059	KLF11
ENSG00000172062	SMN1
ENSG00000172071	EIF2AK3
ENSG00000172115	CYCS
ENSG00000172156	CCL11
ENSG00000172175	MALT1
ENSG00000172201	ID4
ENSG00000172243	CLEC7A
ENSG00000172260	NEGR1
ENSG00000172264	MACROD2
ENSG00000172269	DPAGT1
ENSG00000172270	BSG
ENSG00000172288	CDY1
ENSG00000172292	CERS6
ENSG00000172315	TP53RK
ENSG00000172318	B3GALT1
ENSG00000172331	BPGM
ENSG00000172399	MYOZ2
ENSG00000172409	CLP1
ENSG00000172426	RSPH9
ENSG00000172468	HSFY1
ENSG00000172482	AGXT
ENSG00000172493	AFF1
ENSG00000172534	HCFC1
ENSG00000172548	NIPAL4
ENSG00000172554	SNTG2
ENSG00000172575	RASGRP1
ENSG00000172638	EFEMP2
ENSG00000172732	MUS81
ENSG00000172809	RPL38
ENSG00000172817	CYP7B1
ENSG00000172831	CES2
ENSG00000172867	KRT2
ENSG00000172869	DMXL1
ENSG00000172893	DHCR7
ENSG00000172915	NBEA
ENSG00000172922	RNASEH2C
ENSG00000172936	MYD88
ENSG00000172943	PHF8
ENSG00000172987	HPSE2
ENSG00000173040	EVC2
ENSG00000173068	BNC2
ENSG00000173085	COQ2
ENSG00000173153	ESRRA
ENSG00000173163	COMMD1
ENSG00000173175	ADCY5
ENSG00000173218	VANGL1
ENSG00000173226	IQCB1
ENSG00000173253	DMRT2
ENSG00000173273	TNKS
ENSG00000173369	C1QB
ENSG00000173372	C1QA
ENSG00000173391	OLR1
ENSG00000173402	DAG1
ENSG00000173432	SAA1
ENSG00000173531	MST1
ENSG00000173575	CHD2
ENSG00000173599	PC
ENSG00000173610	UGT2A1
ENSG00000173614	NMNAT1
ENSG00000173641	HSPB7
ENSG00000173662	TAS1R1
ENSG00000173674	EIF1AX
ENSG00000173757	STAT5B
ENSG00000173801	JUP
ENSG00000173894	CBX2
ENSG00000173898	SPTBN2
ENSG00000173976	RAX2
ENSG00000173991	TCAP
ENSG00000174080	CTSF
ENSG00000174099	MSRB3
ENSG00000174106	LEMD3
